"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
34326,44,"woman","no_college","yes","yes","no",1000,"NO"
34326,13,"man","no_college",NA,NA,"no",NA,"YES"
34327,54,"woman","college_plus","yes","yes","no",54000,"NO"
34327,56,"man","college_plus","yes","yes","no",18000,"NO"
34327,25,"woman","no_college","no","no","no",0,"NO"
34328,45,"man","no_college","yes","yes","no",25900,"NO"
34328,44,"woman","no_college","yes","yes","no",29000,"NO"
34328,12,"man","no_college",NA,NA,"no",NA,"YES"
34329,33,"woman","college_plus","yes","yes","no",18500,"NO"
34329,13,"woman","no_college",NA,NA,"no",NA,"YES"
34329,0,"man","no_college",NA,NA,"no",NA,"YES"
34330,55,"woman","some_college","no","no","no",0,"NO"
34330,63,"man","no_college","no","no","no",0,"YES"
34330,19,"man","no_college","no","no","no",0,"NO"
34331,34,"man","college_plus","yes","yes","no",145000,"NO"
34331,34,"woman","some_college","no","no","no",0,"NO"
34331,0,"woman","no_college",NA,NA,"no",NA,"YES"
34332,24,"woman","no_college","yes","yes","no",1600,"NO"
34332,2,"man","no_college",NA,NA,"no",NA,"YES"
34332,0,"woman","no_college",NA,NA,"no",NA,"YES"
34333,38,"man","some_college","no","no","no",0,"NO"
34333,34,"woman","college_plus","yes","yes","no",68000,"NO"
34333,4,"woman","no_college",NA,NA,"no",NA,"YES"
34334,33,"woman","no_college","no","no","no",0,"NO"
34334,16,"man","no_college","no","no","no",0,"NO"
34334,10,"man","no_college",NA,NA,"no",NA,"YES"
34335,54,"woman","no_college","yes","yes","no",40000,"NO"
34335,22,"man","no_college","yes","yes","no",16900,"NO"
34335,18,"man","no_college","yes","yes","no",4700,"YES"
34336,30,"woman","some_college","yes","yes","no",20000,"NO"
34336,29,"man","no_college","yes","yes","no",38000,"NO"
34336,6,"man","no_college",NA,NA,"no",NA,"YES"
34337,56,"man","no_college","yes","yes","no",38900,"NO"
34337,48,"woman","some_college","no","no","no",0,"NO"
34337,21,"man","no_college","yes","yes","no",2800,"NO"
34338,45,"man","no_college","yes","yes","no",48000,"NO"
34338,43,"woman","no_college","no","no","no",0,"NO"
34338,9,"woman","no_college",NA,NA,"no",NA,"YES"
34339,47,"woman","no_college","yes","yes","no",7400,"YES"
34339,7,"woman","no_college",NA,NA,"no",NA,"YES"
34339,53,"man","some_college","no","no","no",0,"NO"
34340,50,"woman","college_plus","yes","yes","no",26000,"NO"
34340,50,"man","college_plus","yes","yes","no",68000,"NO"
34340,18,"woman","some_college","yes","yes","no",500,"NO"
34341,27,"woman","some_college","no","no","no",0,"NO"
34341,30,"man","some_college","yes","yes","no",0,"NO"
34341,1,"man","no_college",NA,NA,"no",NA,"YES"
34342,42,"man","no_college","yes","yes","no",14000,"NO"
34342,37,"woman","no_college","no","no","no",0,"NO"
34342,4,"man","no_college",NA,NA,"no",NA,"YES"
34343,51,"man","no_college","no","no","no",0,"YES"
34343,39,"woman","no_college","no","no","no",0,"NO"
34343,7,"man","no_college",NA,NA,"no",NA,"YES"
34344,39,"woman","some_college","yes","yes","no",25000,"NO"
34344,13,"man","no_college",NA,NA,"no",NA,"YES"
34344,36,"man","no_college","yes","yes","no",25000,"NO"
34345,55,"man","college_plus","yes","yes","no",72000,"NO"
34345,49,"woman","college_plus","yes","yes","no",0,"NO"
34345,14,"woman","no_college",NA,NA,"no",NA,"YES"
34346,26,"man","some_college","yes","no","no",600,"NO"
34346,5,"woman","no_college",NA,NA,"no",NA,"YES"
34346,20,"woman","no_college","yes","yes","no",580,"NO"
34347,33,"woman","college_plus","yes","yes","no",140000,"NO"
34347,27,"man","college_plus","yes","yes","no",140000,"NO"
34347,2,"man","no_college",NA,NA,"no",NA,"YES"
34348,59,"man","college_plus","yes","yes","no",20000,"NO"
34348,58,"woman","some_college","no","no","no",0,"NO"
34348,21,"man","no_college","no","no","no",0,"NO"
34349,34,"woman","no_college","no","no","no",0,"NO"
34349,14,"woman","no_college",NA,NA,"no",NA,"YES"
34349,9,"man","no_college",NA,NA,"no",NA,"YES"
34350,52,"woman","no_college","yes","yes","no",140,"NO"
34350,55,"man","no_college","no","no","no",0,"YES"
34350,28,"man","no_college","yes","yes","no",15900,"NO"
34351,30,"woman","college_plus","yes","yes","no",400,"YES"
34351,28,"man","college_plus","yes","yes","no",35000,"NO"
34351,4,"man","no_college",NA,NA,"no",NA,"YES"
34352,60,"man","no_college","yes","yes","no",20000,"NO"
34352,59,"woman","no_college","no","no","no",0,"NO"
34352,19,"woman","no_college","no","no","no",0,"NO"
34353,57,"man","some_college","yes","yes","no",1e+05,"NO"
34353,51,"woman","some_college","yes","yes","no",35000,"NO"
34353,25,"woman","college_plus","yes","yes","no",30000,"NO"
34354,50,"man","college_plus","yes","yes","no",74000,"NO"
34354,47,"woman","college_plus","yes","yes","no",49000,"NO"
34354,16,"woman","no_college","yes","yes","no",4200,"NO"
34355,47,"man","no_college","yes","yes","no",40000,"NO"
34355,44,"woman","no_college","no","no","no",0,"NO"
34355,7,"woman","no_college",NA,NA,"no",NA,"YES"
34356,22,"woman","no_college","no","no","no",0,"NO"
34356,21,"man","no_college","yes","yes","no",22000,"NO"
34356,1,"woman","no_college",NA,NA,"no",NA,"YES"
34357,59,"woman","college_plus","no","no","no",0,"NO"
34357,24,"woman","no_college","yes","yes","no",63000,"NO"
34357,50,"man","some_college","yes","yes","no",35000,"NO"
34358,25,"woman","no_college","yes","yes","no",200,"NO"
34358,5,"man","no_college",NA,NA,"no",NA,"YES"
34358,1,"woman","no_college",NA,NA,"no",NA,"YES"
34359,52,"man","college_plus","yes","yes","no",0,"NO"
34359,52,"woman","no_college","yes","yes","no",12000,"NO"
34359,23,"man","college_plus","no","no","no",0,"NO"
34360,30,"man","college_plus","yes","yes","no",35000,"NO"
34360,27,"woman","some_college","yes","yes","no",26000,"NO"
34360,4,"man","no_college",NA,NA,"no",NA,"YES"
34361,53,"man","no_college","yes","yes","no",33000,"NO"
34361,47,"woman","no_college","no","no","no",0,"NO"
34361,74,"man","no_college","no","no","no",0,"YES"
34362,54,"man","college_plus","yes","yes","no",110000,"NO"
34362,38,"woman","college_plus","yes","yes","no",92000,"NO"
34362,0,"woman","no_college",NA,NA,"no",NA,"YES"
34363,47,"woman","no_college","yes","yes","no",40000,"NO"
34363,60,"man","no_college","yes","no","no",14000,"NO"
34363,14,"man","no_college",NA,NA,"no",NA,"YES"
34364,48,"man","some_college","yes","yes","no",76000,"NO"
34364,49,"woman","some_college","no","no","no",0,"NO"
34364,21,"woman","some_college","yes","no","no",0,"NO"
34365,28,"man","some_college","yes","yes","no",41000,"NO"
34365,24,"woman","no_college","no","no","no",0,"NO"
34365,4,"woman","no_college",NA,NA,"no",NA,"YES"
34366,39,"man","some_college","yes","yes","no",60000,"NO"
34366,44,"woman","college_plus","yes","yes","no",0,"NO"
34366,9,"woman","no_college",NA,NA,"no",NA,"YES"
34367,48,"woman","no_college","yes","yes","no",20000,"NO"
34367,21,"woman","no_college","yes","no","no",0,"NO"
34367,1,"man","no_college",NA,NA,"no",NA,"YES"
34368,48,"man","some_college","yes","yes","no",37000,"NO"
34368,37,"woman","some_college","yes","yes","no",60000,"NO"
34368,17,"man","no_college","yes","yes","no",3000,"NO"
34369,27,"woman","some_college","yes","yes","no",24000,"NO"
34369,33,"man","some_college","yes","yes","no",67000,"NO"
34369,1,"man","no_college",NA,NA,"no",NA,"YES"
34370,86,"man","no_college","no","no","no",0,"YES"
34370,53,"man","no_college","no","no","no",0,"NO"
34370,54,"woman","some_college","yes","yes","no",25000,"NO"
34371,50,"man","no_college","yes","yes","no",17000,"NO"
34371,17,"woman","no_college","no","no","no",0,"NO"
34371,14,"man","no_college",NA,NA,"no",NA,"YES"
34372,59,"man","college_plus","yes","yes","no",1e+05,"NO"
34372,59,"woman","college_plus","no","no","no",0,"NO"
34372,82,"woman","no_college","no","no","no",0,"YES"
34373,39,"woman","no_college","yes","yes","no",14000,"NO"
34373,16,"man","no_college","no","no","no",0,"NO"
34373,6,"man","no_college",NA,NA,"no",NA,"YES"
34374,40,"woman","some_college","yes","yes","no",32000,"NO"
34374,47,"man","some_college","yes","yes","no",32000,"NO"
34374,6,"woman","no_college",NA,NA,"no",NA,"YES"
34375,77,"woman","no_college","no","no","no",0,"YES"
34375,56,"woman","no_college","yes","yes","no",9000,"NO"
34375,19,"woman","some_college","no","no","no",2000,"NO"
34376,37,"woman","some_college","yes","yes","no",65000,"NO"
34376,15,"woman","no_college",NA,NA,"no",NA,"NO"
34376,9,"woman","no_college",NA,NA,"no",NA,"YES"
34377,57,"man","college_plus","yes","yes","no",64000,"NO"
34377,56,"woman","college_plus","yes","yes","no",47200,"NO"
34377,85,"man","some_college","no","no","no",0,"YES"
34378,49,"man","no_college","yes","yes","no",56000,"NO"
34378,48,"woman","no_college","no","no","no",0,"NO"
34378,23,"woman","some_college","yes","yes","no",42000,"NO"
34379,25,"man","no_college","yes","yes","no",16000,"NO"
34379,23,"woman","no_college","yes","yes","no",20600,"NO"
34379,1,"woman","no_college",NA,NA,"no",NA,"YES"
34380,42,"man","no_college","yes","no","no",26000,"NO"
34380,0,"man","no_college",NA,NA,"no",NA,"YES"
34380,20,"woman","no_college","yes","yes","no",1300,"NO"
34381,29,"woman","some_college","yes","yes","no",19000,"NO"
34381,8,"woman","no_college",NA,NA,"no",NA,"YES"
34381,5,"man","no_college",NA,NA,"no",NA,"YES"
34382,60,"man","no_college","yes","yes","no",70000,"NO"
34382,58,"woman","no_college","yes","yes","no",20000,"NO"
34382,22,"man","some_college","no","no","no",0,"NO"
34383,27,"woman","some_college","yes","no","no",11000,"NO"
34383,7,"woman","no_college",NA,NA,"no",NA,"YES"
34383,2,"woman","no_college",NA,NA,"no",NA,"YES"
34384,33,"woman","no_college","yes","yes","no",53000,"NO"
34384,18,"man","no_college","yes","yes","no",1200,"NO"
34384,13,"woman","no_college",NA,NA,"no",NA,"YES"
34385,34,"man","no_college","yes","yes","no",40000,"NO"
34385,1,"man","no_college",NA,NA,"no",NA,"YES"
34385,33,"woman","no_college","yes","no","no",0,"NO"
34386,22,"woman","some_college","yes","yes","no",5600,"NO"
34386,3,"woman","no_college",NA,NA,"no",NA,"YES"
34386,24,"woman","some_college","yes","yes","no",590,"NO"
34387,56,"man","college_plus","yes","yes","no",23000,"NO"
34387,56,"woman","some_college","yes","yes","no",24000,"NO"
34387,18,"man","no_college","yes","yes","no",4000,"NO"
34388,48,"man","some_college","yes","yes","no",49000,"NO"
34388,47,"woman","college_plus","yes","yes","no",25000,"NO"
34388,17,"man","no_college","no","no","no",300,"NO"
34389,48,"man","no_college","yes","yes","no",28000,"NO"
34389,57,"woman","no_college","no","no","no",0,"NO"
34389,27,"woman","some_college","yes","yes","no",20000,"NO"
34390,61,"woman","some_college","yes","yes","no",70000,"NO"
34390,35,"man","some_college","no","no","no",0,"NO"
34390,87,"woman","no_college","no","no","no",0,"YES"
34391,55,"man","some_college","yes","yes","no",40000,"NO"
34391,53,"woman","college_plus","yes","yes","no",50000,"NO"
34391,21,"man","college_plus","yes","yes","no",20600,"NO"
34392,33,"man","college_plus","yes","yes","no",80000,"NO"
34392,37,"woman","some_college","yes","yes","no",52000,"NO"
34392,1,"woman","no_college",NA,NA,"no",NA,"YES"
34393,34,"man","college_plus","yes","yes","no",37600,"NO"
34393,6,"woman","no_college",NA,NA,"no",NA,"YES"
34393,3,"man","no_college",NA,NA,"no",NA,"YES"
34394,63,"man","no_college","yes","yes","no",13900,"YES"
34394,61,"woman","no_college","no","no","no",0,"NO"
34394,87,"woman","no_college","no","no","no",0,"YES"
34395,40,"man","some_college","yes","yes","no",9600,"NO"
34395,20,"man","some_college","yes","yes","no",9600,"NO"
34395,11,"man","no_college",NA,NA,"no",NA,"YES"
34396,30,"woman","some_college","yes","yes","no",15200,"NO"
34396,9,"man","no_college",NA,NA,"no",NA,"YES"
34396,5,"man","no_college",NA,NA,"no",NA,"YES"
34397,49,"woman","some_college","yes","yes","no",22000,"NO"
34397,50,"man","college_plus","yes","yes","no",95000,"NO"
34397,23,"man","college_plus","yes","yes","no",7900,"NO"
34398,37,"man","some_college","yes","yes","no",70000,"NO"
34398,33,"woman","college_plus","yes","yes","no",35000,"NO"
34398,4,"woman","no_college",NA,NA,"no",NA,"YES"
34399,53,"man","no_college","yes","yes","no",1e+05,"NO"
34399,53,"woman","no_college","yes","yes","no",0,"NO"
34399,77,"woman","no_college","no","no","no",0,"YES"
34400,52,"woman","college_plus","yes","yes","no",30000,"NO"
34400,55,"man","college_plus","yes","yes","no",40000,"NO"
34400,29,"man","college_plus","yes","yes","no",40000,"NO"
34401,29,"woman","college_plus","no","no","no",0,"NO"
34401,45,"man","no_college","yes","yes","no",50000,"NO"
34401,24,"man","no_college","yes","yes","no",11000,"NO"
34402,78,"man","some_college","yes","yes","no",3000,"YES"
34402,76,"woman","no_college","no","no","no",0,"YES"
34402,56,"woman","some_college","yes","yes","no",17700,"NO"
34403,57,"man","college_plus","no","no","no",0,"NO"
34403,55,"woman","college_plus","no","no","no",0,"NO"
34403,24,"woman","some_college","no","no","no",0,"NO"
34404,25,"woman","no_college","yes","yes","no",500,"NO"
34404,7,"woman","no_college",NA,NA,"no",NA,"YES"
34404,7,"woman","no_college",NA,NA,"no",NA,"YES"
34405,55,"man","no_college","yes","yes","no",35000,"NO"
34405,54,"woman","no_college","yes","yes","no",15000,"NO"
34405,21,"man","no_college","yes","no","no",0,"NO"
34406,28,"woman","college_plus","yes","yes","no",60000,"NO"
34406,25,"man","no_college","yes","yes","no",42000,"NO"
34406,0,"woman","no_college",NA,NA,"no",NA,"YES"
34407,40,"woman","no_college","yes","yes","no",18000,"NO"
34407,3,"man","no_college",NA,NA,"no",NA,"YES"
34407,39,"man","no_college","yes","yes","no",29000,"NO"
34408,51,"man","some_college","yes","yes","no",68000,"NO"
34408,49,"woman","some_college","yes","yes","no",48500,"NO"
34408,17,"man","no_college","no","no","no",1200,"NO"
34409,48,"man","some_college","yes","yes","no",75000,"NO"
34409,45,"woman","some_college","yes","yes","no",76000,"NO"
34409,17,"man","no_college","yes","yes","no",4000,"NO"
34410,42,"man","some_college","yes","yes","no",75000,"NO"
34410,42,"woman","some_college","yes","yes","no",38000,"NO"
34410,10,"man","no_college",NA,NA,"no",NA,"YES"
34411,48,"woman","some_college","yes","yes","no",54000,"NO"
34411,25,"man","no_college","yes","yes","no",6400,"NO"
34411,21,"woman","some_college","yes","no","no",21600,"NO"
34412,40,"woman","some_college","yes","yes","no",150000,"NO"
34412,42,"man","some_college","yes","yes","no",79000,"NO"
34412,20,"man","no_college","no","no","no",0,"YES"
34413,39,"man","no_college","yes","yes","no",10000,"NO"
34413,34,"woman","no_college","yes","yes","no",12000,"NO"
34413,11,"woman","no_college",NA,NA,"no",NA,"YES"
34414,67,"woman","no_college","no","no","no",0,"YES"
34414,42,"man","no_college","yes","yes","no",26000,"NO"
34414,92,"woman","no_college","no","no","no",0,"YES"
34415,51,"woman","no_college","yes","yes","no",35000,"NO"
34415,23,"man","some_college","yes","yes","no",21800,"NO"
34415,56,"man","college_plus","yes","yes","no",52000,"NO"
34416,30,"woman","no_college","yes","yes","no",9500,"NO"
34416,39,"man","no_college","no","no","no",0,"YES"
34416,8,"man","no_college",NA,NA,"no",NA,"YES"
34417,40,"woman","some_college","yes","yes","no",38000,"NO"
34417,14,"woman","no_college",NA,NA,"no",NA,"YES"
34417,11,"man","no_college",NA,NA,"no",NA,"YES"
34418,61,"woman","some_college","yes","yes","no",28000,"NO"
34418,63,"man","no_college","no","no","no",0,"NO"
34418,26,"woman","some_college","no","no","no",0,"NO"
34419,49,"man","no_college","yes","yes","no",17500,"NO"
34419,46,"woman","no_college","yes","yes","no",9600,"NO"
34419,10,"man","no_college",NA,NA,"no",NA,"YES"
34420,53,"woman","college_plus","yes","yes","no",14000,"NO"
34420,56,"man","college_plus","yes","yes","no",50000,"NO"
34420,21,"man","some_college","yes","yes","no",15000,"NO"
34421,46,"woman","some_college","yes","yes","no",33000,"NO"
34421,46,"man","some_college","yes","yes","no",32000,"NO"
34421,86,"woman","no_college","no","no","no",0,"NO"
34422,65,"man","college_plus","no","no","no",0,"YES"
34422,64,"woman","college_plus","no","no","no",0,"NO"
34422,87,"woman","no_college","no","no","no",0,"YES"
34423,25,"woman","some_college","yes","yes","no",61000,"NO"
34423,21,"woman","some_college","yes","yes","no",7000,"NO"
34423,59,"woman","college_plus","no","no","no",0,"NO"
34424,45,"woman","no_college","no","no","no",13000,"NO"
34424,47,"man","no_college","yes","yes","no",91000,"NO"
34424,69,"woman","no_college","no","no","no",0,"YES"
34425,59,"man","some_college","no","no","no",0,"NO"
34425,58,"woman","some_college","no","no","no",0,"NO"
34425,18,"man","no_college","yes","no","no",600,"NO"
34426,37,"man","some_college","yes","yes","no",0,"NO"
34426,32,"woman","college_plus","no","no","no",0,"NO"
34426,2,"woman","no_college",NA,NA,"no",NA,"YES"
34427,48,"woman","college_plus","yes","yes","no",55000,"NO"
34427,24,"woman","some_college","yes","yes","no",0,"NO"
34427,19,"woman","some_college","yes","yes","no",2300,"NO"
34428,39,"woman","no_college","no","no","no",1300,"NO"
34428,19,"woman","no_college","no","no","no",0,"NO"
34428,39,"man","no_college","yes","yes","no",10000,"NO"
34429,66,"woman","no_college","no","no","no",0,"YES"
34429,71,"man","no_college","no","no","no",0,"YES"
34429,22,"woman","college_plus","yes","yes","no",20800,"NO"
34430,52,"woman","some_college","yes","yes","no",22100,"NO"
34430,78,"man","no_college","yes","yes","no",14000,"YES"
34430,29,"woman","no_college","no","no","no",0,"NO"
34431,42,"woman","college_plus","yes","yes","no",45000,"NO"
34431,41,"man","some_college","yes","yes","no",40000,"NO"
34431,9,"woman","no_college",NA,NA,"no",NA,"YES"
34432,45,"woman","some_college","no","no","no",0,"YES"
34432,16,"man","no_college","no","no","no",0,"NO"
34432,14,"man","no_college",NA,NA,"no",NA,"YES"
34433,83,"man","some_college","no","no","no",0,"YES"
34433,86,"woman","some_college","no","no","no",0,"YES"
34433,51,"man","some_college","yes","yes","no",0,"NO"
34434,32,"man","some_college","yes","yes","no",56000,"NO"
34434,37,"woman","some_college","yes","yes","no",51000,"NO"
34434,0,"man","no_college",NA,NA,"no",NA,"YES"
34435,39,"man","no_college","no","no","no",1000,"NO"
34435,44,"woman","some_college","yes","yes","no",13000,"NO"
34435,16,"man","no_college","no","no","no",0,"NO"
34436,38,"man","college_plus","yes","yes","no",140000,"NO"
34436,36,"woman","college_plus","yes","yes","no",80000,"NO"
34436,3,"man","no_college",NA,NA,"no",NA,"YES"
34437,37,"man","some_college","yes","yes","no",25000,"NO"
34437,32,"woman","some_college","yes","yes","no",33500,"NO"
34437,4,"woman","no_college",NA,NA,"no",NA,"YES"
34438,53,"man","no_college","no","no","no",0,"YES"
34438,49,"woman","some_college","yes","yes","no",38300,"NO"
34438,9,"woman","no_college",NA,NA,"no",NA,"YES"
34439,60,"man","some_college","yes","yes","no",40000,"NO"
34439,60,"woman","no_college","no","no","no",0,"NO"
34439,22,"man","no_college","yes","yes","no",7200,"NO"
34440,57,"man","no_college","no","no","no",0,"YES"
34440,38,"man","no_college","no","no","no",0,"NO"
34440,26,"woman","no_college","no","no","no",0,"NO"
34441,45,"man","college_plus","yes","yes","no",82000,"NO"
34441,49,"woman","some_college","yes","yes","no",22000,"NO"
34441,17,"man","no_college","no","no","no",0,"YES"
34442,23,"woman","some_college","yes","yes","no",30000,"NO"
34442,32,"man","some_college","yes","yes","no",0,"NO"
34442,3,"woman","no_college",NA,NA,"no",NA,"YES"
34443,30,"woman","college_plus","yes","yes","no",33000,"NO"
34443,31,"man","college_plus","yes","yes","no",55000,"NO"
34443,4,"man","no_college",NA,NA,"no",NA,"YES"
34444,19,"woman","no_college","yes","yes","no",6000,"NO"
34444,1,"man","no_college",NA,NA,"no",NA,"YES"
34444,20,"man","no_college","yes","yes","no",25000,"NO"
34445,48,"woman","no_college","yes","yes","no",7200,"NO"
34445,48,"man","some_college","yes","yes","no",80000,"NO"
34445,16,"man","no_college","yes","no","no",0,"NO"
34446,28,"woman","some_college","yes","yes","no",25000,"NO"
34446,5,"man","no_college",NA,NA,"no",NA,"YES"
34446,3,"woman","no_college",NA,NA,"no",NA,"YES"
34447,49,"man","some_college","yes","yes","no",75000,"NO"
34447,54,"woman","no_college","yes","yes","no",12000,"NO"
34447,12,"man","no_college",NA,NA,"no",NA,"YES"
34448,36,"woman","no_college","yes","yes","no",90000,"NO"
34448,18,"woman","no_college","no","no","no",0,"NO"
34448,8,"man","no_college",NA,NA,"no",NA,"YES"
34449,50,"man","some_college","yes","yes","no",130000,"NO"
34449,49,"woman","no_college","yes","yes","no",32600,"NO"
34449,21,"woman","some_college","no","no","no",3800,"NO"
34450,38,"man","some_college","yes","yes","no",76000,"NO"
34450,34,"woman","no_college","yes","yes","no",22000,"NO"
34450,9,"woman","no_college",NA,NA,"no",NA,"YES"
34451,86,"woman","no_college","yes","yes","no",12300,"YES"
34451,56,"woman","no_college","yes","yes","no",22000,"NO"
34451,18,"woman","no_college","yes","no","no",200,"NO"
34452,39,"woman","college_plus","yes","yes","no",597000,"NO"
34452,10,"woman","no_college",NA,NA,"no",NA,"YES"
34452,7,"man","no_college",NA,NA,"no",NA,"YES"
34453,57,"woman","no_college","yes","yes","no",51000,"NO"
34453,36,"man","some_college","yes","yes","no",5000,"NO"
34453,57,"man","some_college","yes","yes","no",75000,"NO"
34454,41,"woman","some_college","yes","yes","no",32000,"NO"
34454,12,"woman","no_college",NA,NA,"no",NA,"YES"
34454,12,"woman","no_college",NA,NA,"no",NA,"YES"
34455,45,"man","some_college","yes","yes","no",40000,"NO"
34455,37,"woman","college_plus","yes","yes","no",15000,"NO"
34455,1,"man","no_college",NA,NA,"no",NA,"YES"
34456,59,"woman","college_plus","yes","yes","no",32000,"NO"
34456,56,"man","no_college","yes","yes","no",32000,"NO"
34456,28,"man","some_college","yes","yes","no",26300,"NO"
34457,50,"man","some_college","yes","yes","no",150000,"NO"
34457,48,"woman","some_college","no","no","no",0,"NO"
34457,8,"man","no_college",NA,NA,"no",NA,"YES"
34458,46,"woman","college_plus","yes","yes","no",20000,"YES"
34458,17,"man","no_college","yes","yes","no",2000,"YES"
34458,15,"woman","no_college",NA,NA,"no",NA,"YES"
34459,38,"man","some_college","yes","yes","no",47000,"NO"
34459,33,"woman","no_college","yes","yes","no",30000,"NO"
34459,2,"woman","no_college",NA,NA,"no",NA,"YES"
34460,50,"woman","no_college","yes","yes","no",28000,"NO"
34460,20,"woman","no_college","yes","no","no",0,"NO"
34460,17,"man","no_college","no","no","no",0,"NO"
34461,30,"woman","college_plus","yes","yes","no",33000,"NO"
34461,39,"man","some_college","yes","yes","no",24000,"NO"
34461,2,"man","no_college",NA,NA,"no",NA,"YES"
34462,71,"woman","no_college","no","no","yes",120,"YES"
34462,72,"man","no_college","no","no","no",0,"YES"
34462,47,"woman","college_plus","yes","yes","no",42000,"NO"
34463,77,"woman","no_college","no","no","no",0,"YES"
34463,52,"man","no_college","yes","no","no",10600,"NO"
34463,21,"man","no_college","yes","no","no",10000,"NO"
34464,55,"man","some_college","yes","yes","no",166000,"NO"
34464,3,"woman","no_college",NA,NA,"no",NA,"YES"
34464,37,"woman","no_college","no","no","no",0,"NO"
34465,46,"woman","college_plus","yes","yes","no",67000,"NO"
34465,46,"man","college_plus","yes","yes","no",120000,"NO"
34465,16,"man","no_college","no","no","no",0,"NO"
34466,63,"woman","some_college","no","no","yes",19500,"NO"
34466,65,"man","no_college","no","no","no",0,"YES"
34466,36,"man","some_college","yes","yes","no",38000,"NO"
34467,46,"man","no_college","yes","yes","no",44000,"NO"
34467,46,"woman","no_college","yes","yes","no",9600,"NO"
34467,11,"woman","no_college",NA,NA,"no",NA,"YES"
34468,74,"man","no_college","no","no","no",0,"YES"
34468,70,"woman","no_college","no","no","no",0,"YES"
34468,15,"man","no_college",NA,NA,"no",NA,"NO"
34469,46,"woman","some_college","yes","yes","no",39900,"NO"
34469,46,"man","no_college","yes","yes","no",103000,"NO"
34469,17,"woman","no_college","yes","yes","no",500,"NO"
34470,44,"woman","some_college","no","no","no",2300,"NO"
34470,42,"man","college_plus","yes","yes","no",83000,"NO"
34470,12,"woman","no_college",NA,NA,"no",NA,"YES"
34471,54,"man","some_college","yes","yes","no",40000,"NO"
34471,60,"woman","no_college","yes","yes","no",65000,"NO"
34471,21,"man","some_college","yes","yes","no",12000,"NO"
34472,28,"man","some_college","yes","yes","no",57000,"NO"
34472,30,"woman","no_college","no","no","no",2000,"NO"
34472,2,"woman","no_college",NA,NA,"no",NA,"YES"
34473,56,"woman","some_college","yes","yes","no",85000,"NO"
34473,54,"man","college_plus","yes","yes","no",150000,"NO"
34473,15,"man","no_college",NA,NA,"no",NA,"NO"
34474,45,"woman","college_plus","yes","no","no",0,"NO"
34474,18,"woman","no_college","yes","no","no",400,"NO"
34474,13,"woman","no_college",NA,NA,"no",NA,"YES"
34475,47,"man","some_college","yes","yes","no",70000,"NO"
34475,52,"woman","no_college","yes","yes","no",32000,"NO"
34475,20,"man","some_college","yes","yes","no",26000,"NO"
34476,47,"woman","college_plus","yes","yes","no",87000,"NO"
34476,14,"woman","no_college",NA,NA,"no",NA,"YES"
34476,9,"woman","no_college",NA,NA,"no",NA,"YES"
34477,30,"man","no_college","yes","yes","no",20000,"NO"
34477,26,"woman","no_college","no","no","no",12000,"NO"
34477,3,"man","no_college",NA,NA,"no",NA,"YES"
34478,47,"woman","no_college","yes","yes","no",22000,"NO"
34478,17,"woman","no_college","no","no","no",0,"NO"
34478,12,"woman","no_college",NA,NA,"no",NA,"YES"
34479,53,"woman","some_college","yes","yes","no",60000,"NO"
34479,24,"man","college_plus","yes","yes","no",20000,"NO"
34479,25,"man","college_plus","no","no","no",124000,"NO"
34480,54,"man","college_plus","yes","yes","no",90000,"NO"
34480,48,"woman","some_college","no","no","no",0,"NO"
34480,14,"woman","no_college",NA,NA,"no",NA,"YES"
34481,49,"woman","college_plus","yes","yes","no",43500,"NO"
34481,53,"man","college_plus","yes","yes","no",78000,"NO"
34481,53,"woman","some_college","yes","yes","no",15100,"NO"
34482,51,"man","no_college","yes","yes","no",50000,"NO"
34482,49,"woman","no_college","yes","yes","no",55000,"NO"
34482,13,"woman","no_college",NA,NA,"no",NA,"YES"
34483,25,"man","no_college","yes","yes","no",20000,"NO"
34483,0,"man","no_college",NA,NA,"no",NA,"YES"
34483,21,"woman","some_college","yes","yes","no",7000,"NO"
34484,52,"man","no_college","yes","yes","no",70000,"NO"
34484,42,"woman","no_college","no","no","no",0,"NO"
34484,20,"woman","no_college","yes","yes","no",6000,"NO"
34485,31,"man","some_college","yes","yes","no",48000,"NO"
34485,0,"man","no_college",NA,NA,"no",NA,"YES"
34485,27,"woman","some_college","yes","yes","no",33100,"NO"
34486,49,"man","some_college","yes","yes","no",70000,"NO"
34486,44,"woman","some_college","yes","yes","no",0,"NO"
34486,23,"man","college_plus","yes","yes","no",6900,"NO"
34487,49,"woman","some_college","yes","yes","no",1200,"NO"
34487,20,"woman","some_college","yes","yes","no",5500,"NO"
34487,20,"woman","some_college","yes","yes","no",20000,"NO"
34488,62,"man","college_plus","yes","yes","no",108000,"NO"
34488,56,"woman","some_college","no","no","no",8000,"NO"
34488,14,"woman","no_college",NA,NA,"no",NA,"YES"
34489,38,"woman","no_college","no","no","no",0,"NO"
34489,32,"man","no_college","yes","yes","no",31000,"NO"
34489,0,"woman","no_college",NA,NA,"no",NA,"YES"
34490,38,"man","no_college","yes","yes","no",0,"NO"
34490,10,"man","no_college",NA,NA,"no",NA,"YES"
34490,7,"woman","no_college",NA,NA,"no",NA,"YES"
34491,69,"man","no_college","no","no","no",0,"YES"
