"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
34491,64,"woman","no_college","no","no","no",0,"NO"
34491,44,"man","no_college","no","no","no",0,"NO"
34492,47,"woman","no_college","yes","yes","no",32000,"NO"
34492,48,"man","college_plus","yes","yes","no",120000,"NO"
34492,17,"man","no_college","no","no","no",0,"NO"
34493,48,"man","some_college","yes","no","no",0,"NO"
34493,35,"woman","no_college","no","no","no",0,"NO"
34493,19,"man","no_college","no","no","no",0,"NO"
34494,35,"woman","no_college","yes","yes","no",4500,"YES"
34494,14,"woman","no_college",NA,NA,"no",NA,"YES"
34494,13,"man","no_college",NA,NA,"no",NA,"YES"
34495,30,"man","college_plus","yes","yes","no",8000,"NO"
34495,29,"woman","college_plus","yes","yes","no",110000,"NO"
34495,5,"woman","no_college",NA,NA,"no",NA,"YES"
34496,31,"woman","no_college","yes","yes","no",19200,"NO"
34496,8,"woman","no_college",NA,NA,"no",NA,"YES"
34496,31,"man","no_college","yes","yes","no",22400,"NO"
34497,43,"woman","college_plus","no","no","no",0,"NO"
34497,22,"woman","some_college","yes","yes","no",22000,"NO"
34497,44,"man","no_college","yes","yes","no",69000,"NO"
34498,45,"woman","no_college","yes","yes","no",10400,"NO"
34498,19,"woman","no_college","no","no","no",0,"NO"
34498,14,"man","no_college",NA,NA,"no",NA,"YES"
34499,36,"woman","no_college","yes","yes","no",38000,"NO"
34499,14,"man","no_college",NA,NA,"no",NA,"YES"
34499,45,"man","no_college","yes","yes","no",35000,"NO"
34500,30,"woman","some_college","yes","yes","no",24000,"NO"
34500,7,"woman","no_college",NA,NA,"no",NA,"YES"
34500,23,"man","some_college","yes","yes","no",16000,"NO"
34501,57,"man","no_college","no","no","no",0,"YES"
34501,59,"woman","no_college","no","no","no",0,"NO"
34501,34,"woman","no_college","no","no","no",0,"NO"
34502,38,"man","some_college","yes","yes","no",22500,"NO"
34502,44,"woman","college_plus","yes","yes","no",5000,"NO"
34502,13,"woman","no_college",NA,NA,"no",NA,"YES"
34503,28,"man","no_college","yes","yes","no",30000,"NO"
34503,9,"man","no_college",NA,NA,"no",NA,"YES"
34503,5,"woman","no_college",NA,NA,"no",NA,"YES"
34504,45,"man","some_college","yes","yes","no",60000,"NO"
34504,46,"woman","no_college","yes","yes","no",24000,"NO"
34504,12,"man","no_college",NA,NA,"no",NA,"YES"
34505,52,"man","college_plus","yes","yes","no",1e+05,"NO"
34505,26,"woman","some_college","no","no","no",0,"NO"
34505,16,"man","no_college","no","no","no",0,"NO"
34506,47,"man","no_college","yes","yes","no",22000,"NO"
34506,49,"woman","no_college","yes","yes","no",24000,"NO"
34506,20,"man","no_college","yes","yes","no",20000,"NO"
34507,49,"woman","college_plus","no","no","no",4600,"NO"
34507,54,"man","college_plus","no","no","no",196000,"NO"
34507,14,"woman","no_college",NA,NA,"no",NA,"YES"
34508,55,"man","some_college","yes","yes","no",5000,"NO"
34508,45,"woman","some_college","yes","yes","no",37300,"NO"
34508,18,"woman","no_college","yes","no","no",500,"NO"
34509,39,"woman","no_college","yes","yes","no",8000,"NO"
34509,20,"man","some_college","yes","yes","no",16000,"NO"
34509,18,"man","no_college","no","no","no",0,"NO"
34510,75,"man","no_college","no","no","no",0,"YES"
34510,71,"woman","some_college","no","no","no",0,"YES"
34510,44,"man","no_college","yes","no","no",0,"NO"
34511,32,"woman","no_college","no","no","no",3600,"NO"
34511,37,"man","college_plus","yes","yes","no",0,"NO"
34511,12,"woman","no_college",NA,NA,"no",NA,"YES"
34512,53,"man","no_college","yes","yes","no",14000,"NO"
34512,21,"man","no_college","no","no","no",0,"NO"
34512,50,"woman","no_college","no","no","no",0,"NO"
34513,49,"man","no_college","no","no","no",0,"NO"
34513,47,"woman","no_college","yes","yes","no",41600,"NO"
34513,22,"man","no_college","yes","yes","no",28000,"NO"
34514,49,"woman","some_college","yes","yes","no",16000,"NO"
34514,10,"man","no_college",NA,NA,"no",NA,"YES"
34514,41,"man","some_college","yes","yes","no",45000,"NO"
34515,59,"man","some_college","no","no","no",0,"NO"
34515,54,"woman","college_plus","yes","yes","no",70000,"NO"
34515,20,"woman","some_college","yes","yes","no",2500,"NO"
34516,27,"woman","some_college","yes","yes","no",22500,"NO"
34516,27,"man","no_college","yes","yes","no",95000,"NO"
34516,1,"woman","no_college",NA,NA,"no",NA,"YES"
34517,35,"man","some_college","yes","yes","no",22000,"NO"
34517,2,"man","no_college",NA,NA,"no",NA,"YES"
34517,33,"woman","no_college","yes","yes","no",28000,"NO"
34518,40,"man","no_college","yes","yes","no",25000,"NO"
34518,42,"woman","some_college","no","no","no",0,"NO"
34518,82,"woman","no_college","no","no","no",0,"NO"
34519,31,"woman","some_college","yes","no","no",300,"NO"
34519,9,"woman","no_college",NA,NA,"no",NA,"YES"
34519,7,"man","no_college",NA,NA,"no",NA,"YES"
34520,45,"woman","some_college","yes","yes","no",32000,"NO"
34520,58,"man","no_college","yes","yes","no",22500,"NO"
34520,10,"man","no_college",NA,NA,"no",NA,"YES"
34521,45,"woman","college_plus","yes","yes","no",15000,"NO"
34521,50,"man","college_plus","yes","yes","no",110000,"NO"
34521,16,"man","no_college","no","no","no",0,"NO"
34522,36,"woman","college_plus","yes","yes","no",1e+05,"NO"
34522,40,"man","some_college","yes","yes","no",50000,"NO"
34522,2,"man","no_college",NA,NA,"no",NA,"YES"
34523,22,"woman","no_college","yes","yes","no",9600,"NO"
34523,1,"man","no_college",NA,NA,"no",NA,"YES"
34523,26,"man","no_college","no","no","no",0,"NO"
34524,34,"man","college_plus","yes","yes","no",70000,"NO"
34524,33,"woman","college_plus","yes","yes","no",30000,"NO"
34524,1,"woman","no_college",NA,NA,"no",NA,"YES"
34525,84,"woman","no_college","no","no","no",0,"YES"
34525,54,"woman","no_college","no","no","no",0,"NO"
34525,25,"man","no_college","yes","yes","no",9400,"NO"
34526,39,"man","no_college","yes","yes","no",7500,"NO"
34526,38,"woman","no_college","no","no","no",0,"NO"
34526,6,"man","no_college",NA,NA,"no",NA,"YES"
34527,35,"woman","some_college","yes","yes","no",20000,"NO"
34527,38,"man","no_college","yes","yes","no",16000,"NO"
34527,10,"man","no_college",NA,NA,"no",NA,"YES"
34528,55,"man","college_plus","yes","yes","no",2e+05,"NO"
34528,51,"woman","some_college","yes","yes","no",40000,"NO"
34528,21,"woman","college_plus","yes","yes","no",5000,"NO"
34529,37,"woman","college_plus","yes","yes","no",49000,"NO"
34529,12,"woman","no_college",NA,NA,"no",NA,"YES"
34529,6,"man","no_college",NA,NA,"no",NA,"YES"
34530,24,"woman","no_college","yes","yes","no",25400,"NO"
34530,3,"man","no_college",NA,NA,"no",NA,"YES"
34530,25,"man","no_college","yes","yes","no",25000,"NO"
34531,60,"man","college_plus","yes","yes","no",1e+05,"NO"
34531,59,"woman","college_plus","yes","yes","no",40000,"NO"
34531,31,"woman","college_plus","yes","yes","no",40300,"NO"
34532,48,"man","some_college","yes","yes","no",51000,"NO"
34532,45,"woman","some_college","yes","yes","no",50000,"NO"
34532,16,"man","no_college","yes","yes","no",3600,"NO"
34533,57,"woman","no_college","yes","yes","no",47700,"NO"
34533,58,"man","some_college","yes","yes","no",120000,"NO"
34533,29,"man","college_plus","no","no","no",78000,"NO"
34534,35,"man","some_college","yes","yes","no",30000,"NO"
34534,30,"woman","some_college","no","no","no",0,"NO"
34534,3,"man","no_college",NA,NA,"no",NA,"YES"
34535,62,"woman","some_college","yes","yes","no",50000,"NO"
34535,40,"man","no_college","yes","yes","no",0,"NO"
34535,59,"woman","some_college","yes","yes","no",50000,"NO"
34536,47,"man","no_college","no","no","no",0,"NO"
34536,16,"man","no_college","no","no","no",700,"NO"
34536,14,"man","no_college",NA,NA,"no",NA,"YES"
34537,36,"man","no_college","yes","yes","no",5000,"NO"
34537,56,"woman","no_college","no","no","no",0,"NO"
34537,56,"man","no_college","yes","yes","no",5000,"NO"
34538,26,"man","some_college","yes","no","no",19000,"NO"
34538,25,"woman","some_college","yes","yes","no",0,"NO"
34538,4,"woman","no_college",NA,NA,"no",NA,"YES"
34539,45,"woman","no_college","yes","yes","no",51000,"NO"
34539,16,"woman","no_college","no","no","no",0,"NO"
34539,16,"woman","no_college","no","no","no",0,"NO"
34540,33,"woman","college_plus","no","no","no",0,"NO"
34540,6,"man","no_college",NA,NA,"no",NA,"YES"
34540,4,"man","no_college",NA,NA,"no",NA,"YES"
34541,39,"man","no_college","yes","yes","no",36000,"NO"
34541,35,"woman","no_college","yes","yes","no",5000,"NO"
34541,0,"man","no_college",NA,NA,"no",NA,"YES"
34542,22,"man","no_college","yes","yes","no",20000,"NO"
34542,33,"woman","no_college","no","no","no",0,"NO"
34542,3,"man","no_college",NA,NA,"no",NA,"YES"
34543,83,"woman","no_college","no","no","no",0,"YES"
34543,59,"man","no_college","yes","yes","no",300,"NO"
34543,20,"man","no_college","yes","no","no",0,"NO"
34544,27,"woman","college_plus","yes","yes","no",54000,"NO"
34544,31,"man","no_college","yes","yes","no",0,"NO"
34544,24,"woman","some_college","yes","yes","no",12000,"NO"
34545,24,"woman","no_college","yes","yes","no",8500,"NO"
34545,4,"man","no_college",NA,NA,"no",NA,"YES"
34545,23,"woman","no_college","yes","yes","no",35000,"NO"
34546,38,"woman","some_college","yes","no","no",0,"NO"
34546,17,"man","no_college","no","no","no",0,"NO"
34546,0,"woman","no_college",NA,NA,"no",NA,"YES"
34547,44,"woman","college_plus","no","no","no",0,"NO"
34547,46,"man","no_college","yes","yes","no",24000,"NO"
34547,10,"man","no_college",NA,NA,"no",NA,"YES"
34548,68,"woman","no_college","no","no","no",0,"YES"
34548,62,"man","no_college","no","no","no",0,"NO"
34548,70,"man","no_college","no","no","no",0,"YES"
34549,29,"man","college_plus","yes","yes","no",48000,"NO"
34549,27,"woman","college_plus","no","no","no",12000,"NO"
34549,0,"woman","no_college",NA,NA,"no",NA,"YES"
34550,50,"man","no_college","yes","yes","no",78000,"NO"
34550,50,"woman","no_college","yes","yes","no",36000,"NO"
34550,20,"man","no_college","no","no","no",0,"NO"
34551,51,"man","no_college","yes","yes","no",45000,"NO"
34551,48,"woman","some_college","no","no","no",0,"NO"
34551,19,"woman","some_college","no","no","no",0,"NO"
34552,50,"woman","college_plus","no","no","no",500,"NO"
34552,49,"man","college_plus","yes","yes","no",210000,"NO"
34552,8,"woman","no_college",NA,NA,"no",NA,"YES"
34553,65,"man","no_college","no","no","no",0,"YES"
34553,65,"woman","no_college","yes","yes","no",3500,"YES"
34553,28,"woman","no_college","yes","yes","no",30000,"NO"
34554,42,"woman","no_college","yes","yes","no",23000,"NO"
34554,16,"woman","no_college","no","no","no",0,"NO"
34554,13,"man","no_college",NA,NA,"no",NA,"YES"
34555,35,"man","some_college","yes","yes","no",77000,"NO"
34555,13,"woman","no_college",NA,NA,"no",NA,"YES"
34555,6,"woman","no_college",NA,NA,"no",NA,"YES"
34556,50,"woman","some_college","yes","yes","no",53000,"NO"
34556,50,"man","college_plus","yes","yes","no",70000,"NO"
34556,17,"man","no_college","no","no","no",0,"NO"
34557,65,"man","some_college","no","no","no",0,"YES"
34557,56,"woman","no_college","no","no","no",0,"NO"
34557,20,"woman","some_college","yes","yes","no",4500,"NO"
34558,42,"woman","no_college","yes","yes","no",50000,"NO"
34558,12,"woman","no_college",NA,NA,"no",NA,"YES"
34558,10,"man","no_college",NA,NA,"no",NA,"YES"
34559,26,"man","some_college","yes","yes","no",10000,"NO"
34559,27,"man","some_college","yes","yes","no",10000,"NO"
34559,1,"man","no_college",NA,NA,"no",NA,"YES"
34560,29,"man","some_college","yes","yes","no",38000,"NO"
34560,27,"woman","college_plus","no","no","no",0,"NO"
34560,2,"man","no_college",NA,NA,"no",NA,"YES"
34561,48,"man","no_college","yes","yes","no",48000,"NO"
34561,47,"woman","no_college","yes","yes","no",36000,"NO"
34561,11,"woman","no_college",NA,NA,"no",NA,"YES"
34562,61,"man","no_college","yes","yes","no",40800,"NO"
34562,56,"woman","college_plus","no","no","no",13700,"NO"
34562,19,"man","some_college","yes","yes","no",4000,"YES"
34563,57,"woman","college_plus","yes","yes","no",13000,"NO"
34563,56,"man","college_plus","yes","yes","no",78000,"NO"
34563,85,"woman","some_college","no","no","no",0,"YES"
34564,51,"woman","some_college","yes","yes","no",20000,"NO"
34564,52,"man","some_college","no","no","no",0,"NO"
34564,15,"woman","no_college",NA,NA,"no",NA,"NO"
34565,41,"man","some_college","yes","yes","no",0,"NO"
34565,39,"woman","no_college","yes","yes","no",27000,"NO"
34565,2,"man","no_college",NA,NA,"no",NA,"YES"
34566,30,"man","college_plus","yes","yes","no",33000,"NO"
34566,29,"woman","college_plus","yes","yes","no",40000,"NO"
34566,3,"man","no_college",NA,NA,"no",NA,"YES"
34567,55,"woman","college_plus","no","no","no",49600,"NO"
34567,57,"man","college_plus","yes","yes","no",374000,"NO"
34567,17,"man","no_college","no","no","no",1000,"NO"
34568,40,"man","college_plus","yes","yes","no",45000,"NO"
34568,85,"man","some_college","no","no","no",0,"YES"
34568,67,"woman","no_college","no","no","no",0,"YES"
34569,51,"man","some_college","yes","yes","no",80000,"NO"
34569,47,"woman","college_plus","yes","yes","no",29000,"NO"
34569,15,"man","no_college",NA,NA,"no",NA,"NO"
34570,46,"man","college_plus","yes","yes","no",46000,"NO"
34570,46,"woman","college_plus","yes","yes","no",6600,"NO"
34570,17,"woman","no_college","yes","yes","no",1200,"NO"
34571,59,"man","no_college","no","no","no",0,"NO"
34571,58,"woman","no_college","no","no","no",0,"NO"
34571,24,"man","some_college","no","no","no",6000,"NO"
34572,34,"man","no_college","no","no","no",0,"NO"
34572,33,"woman","no_college","yes","yes","no",20800,"NO"
34572,2,"man","no_college",NA,NA,"no",NA,"YES"
34573,55,"man","no_college","yes","yes","no",15100,"NO"
34573,41,"woman","no_college","yes","yes","no",16400,"NO"
34573,15,"woman","no_college",NA,NA,"no",NA,"NO"
34574,42,"man","no_college","yes","yes","no",21400,"NO"
34574,34,"woman","some_college","yes","yes","no",50000,"NO"
34574,7,"woman","no_college",NA,NA,"no",NA,"YES"
34575,48,"woman","some_college","yes","yes","no",29000,"NO"
34575,16,"woman","no_college","yes","yes","no",250,"NO"
34575,15,"man","no_college",NA,NA,"no",NA,"NO"
34576,34,"man","no_college","yes","yes","no",25000,"NO"
34576,19,"woman","no_college","no","no","no",0,"NO"
34576,11,"woman","no_college",NA,NA,"no",NA,"YES"
34577,55,"man","no_college","yes","yes","no",10000,"NO"
34577,50,"woman","no_college","no","no","no",0,"NO"
34577,15,"man","no_college",NA,NA,"no",NA,"NO"
34578,40,"man","no_college","yes","yes","no",36000,"NO"
34578,41,"woman","no_college","yes","yes","no",0,"NO"
34578,13,"man","no_college",NA,NA,"no",NA,"YES"
34579,75,"man","no_college","no","no","no",0,"NO"
34579,75,"woman","some_college","no","no","no",0,"NO"
34579,50,"woman","some_college","yes","yes","no",18000,"NO"
34580,51,"man","no_college","yes","yes","no",0,"NO"
34580,50,"woman","some_college","yes","yes","no",30000,"NO"
34580,20,"man","some_college","yes","yes","no",9400,"NO"
34581,34,"man","no_college","yes","yes","no",30000,"NO"
34581,31,"woman","some_college","yes","yes","no",25000,"NO"
34581,8,"woman","no_college",NA,NA,"no",NA,"YES"
34582,25,"man","college_plus","yes","yes","no",58000,"NO"
34582,26,"woman","some_college","no","no","no",0,"NO"
34582,1,"man","no_college",NA,NA,"no",NA,"YES"
34583,39,"man","some_college","yes","yes","no",15000,"NO"
34583,9,"woman","no_college",NA,NA,"no",NA,"YES"
34583,6,"woman","no_college",NA,NA,"no",NA,"YES"
34584,43,"woman","some_college","no","no","no",0,"NO"
34584,48,"man","some_college","yes","yes","no",47500,"NO"
34584,11,"woman","no_college",NA,NA,"no",NA,"YES"
34585,43,"woman","college_plus","yes","yes","no",112000,"NO"
34585,47,"man","college_plus","yes","yes","no",81000,"NO"
34585,15,"man","no_college",NA,NA,"no",NA,"NO"
34586,52,"man","no_college","yes","yes","no",40000,"NO"
34586,48,"woman","some_college","yes","yes","no",50000,"NO"
34586,16,"woman","no_college","yes","yes","no",700,"NO"
34587,48,"woman","some_college","yes","yes","no",21500,"NO"
34587,24,"man","college_plus","yes","yes","no",14000,"NO"
34587,17,"woman","no_college","yes","yes","no",4500,"NO"
34588,46,"woman","college_plus","yes","yes","no",64000,"NO"
34588,45,"man","some_college","yes","yes","no",64000,"NO"
34588,8,"man","no_college",NA,NA,"no",NA,"YES"
34589,50,"man","no_college","no","no","no",0,"YES"
34589,42,"woman","no_college","yes","yes","no",26000,"NO"
34589,15,"man","no_college",NA,NA,"no",NA,"NO"
34590,36,"woman","no_college","yes","yes","no",17800,"NO"
34590,11,"woman","no_college",NA,NA,"no",NA,"YES"
34590,0,"woman","no_college",NA,NA,"no",NA,"YES"
34591,39,"man","some_college","yes","yes","no",54000,"NO"
34591,35,"woman","no_college","no","no","no",0,"NO"
34591,16,"man","no_college","no","no","no",0,"NO"
34592,49,"woman","some_college","yes","yes","no",21000,"NO"
34592,18,"man","no_college","yes","yes","no",2400,"NO"
34592,15,"woman","no_college",NA,NA,"no",NA,"NO"
34593,72,"man","no_college","no","no","no",0,"YES"
34593,67,"woman","no_college","yes","yes","no",13200,"YES"
34593,30,"woman","college_plus","yes","yes","no",54000,"NO"
34594,58,"woman","some_college","yes","yes","no",16600,"NO"
34594,37,"woman","some_college","yes","yes","no",18500,"NO"
34594,2,"man","no_college",NA,NA,"no",NA,"YES"
34595,61,"man","no_college","yes","yes","no",39000,"NO"
34595,55,"woman","some_college","no","no","no",0,"NO"
34595,29,"man","some_college","yes","yes","no",77000,"NO"
34596,27,"woman","no_college","yes","yes","no",27800,"NO"
34596,33,"man","no_college","yes","yes","no",18000,"NO"
34596,2,"man","no_college",NA,NA,"no",NA,"YES"
34597,44,"man","college_plus","yes","yes","no",0,"NO"
34597,40,"woman","college_plus","yes","yes","no",49000,"NO"
34597,6,"man","no_college",NA,NA,"no",NA,"YES"
34598,75,"man","no_college","no","no","no",0,"YES"
34598,71,"woman","no_college","yes","yes","no",12900,"YES"
34598,45,"woman","no_college","no","no","no",0,"YES"
34599,56,"man","college_plus","yes","yes","no",0,"NO"
34599,56,"woman","no_college","yes","yes","no",20000,"NO"
34599,17,"woman","no_college","no","no","no",160,"NO"
34600,37,"man","some_college","yes","yes","no",25000,"NO"
34600,32,"woman","some_college","yes","yes","no",33500,"NO"
34600,4,"woman","no_college",NA,NA,"no",NA,"YES"
34601,52,"man","college_plus","yes","yes","no",130000,"NO"
34601,47,"woman","some_college","no","no","no",0,"NO"
